"DATASET","NLME_RESULT_ID","NLME_CURVE_ID","CELL_LINE_NAME","SANGER_MODEL_ID","CANCER_TYPE","DRUG_ID","DRUG_NAME","PUTATIVE_TARGET","PATHWAY_NAME","MIN_CONC","MAX_CONC","LN_IC50","AUC","RMSE","Z_SCORE","MAPK_flag","MAPK_status"
"GDSC2",343,16087923,"C2BBe1","SIDM01233","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.709995,0.96639,0.024226,1.621654,NA,"Non-MAPK"
"GDSC2",343,16088384,"AsPC-1","SIDM00899","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.597247,0.927286,0.052216,1.548316,"MAPK","MAPK"
"GDSC2",343,16088665,"CA46","SIDM00907","Burkitt's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.779234,0.934281,0.092214,-0.284693,"MAPK","MAPK"
"GDSC2",343,16088948,"AU565","SIDM00898","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.84484,0.973489,0.042576,0.408443,NA,"Non-MAPK"
"GDSC2",343,16089229,"BALL-1","SIDM00287","B-Lymphoblastic Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.49783,0.967348,0.058266,-0.467735,"MAPK","MAPK"
"GDSC2",343,16089511,"BL-41","SIDM00985","Burkitt's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.722752,0.791933,0.057163,-1.912138,NA,"Non-MAPK"
"GDSC2",343,16089710,"BV-173","SIDM00962","Chronic Myelogenous Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.174779,0.927785,0.09698,-0.677867,NA,"Non-MAPK"
"GDSC2",343,16089993,"IA-LM","SIDM00306","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.403299,0.840555,0.053592,-1.179686,"MAPK","MAPK"
"GDSC2",343,16090275,"TGW","SIDM00324","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-1.045923,0.716193,0.13163,-2.122348,"MAPK","MAPK"
"GDSC2",343,16090554,"AN3-CA","SIDM00901","Endometrial Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.243363,0.980439,0.051675,0.667667,NA,"Non-MAPK"
"GDSC2",343,16090835,"A204","SIDM00798","Rhabdomyosarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.106648,0.951378,0.011208,0.578739,NA,"Non-MAPK"
"GDSC2",343,16091117,"NY","SIDM00569","Osteosarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.355721,0.775918,0.131547,-1.673398,"MAPK","MAPK"
"GDSC2",343,16091397,"C3A","SIDM01237","Hepatocellular Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.060087,0.93101,0.05893,0.548453,"MAPK","MAPK"
"GDSC2",343,16091939,"CAL-85-1","SIDM00928","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.203485,0.789633,0.080235,-1.574375,NA,"Non-MAPK"
"GDSC2",343,16092221,"CHL-1","SIDM01228","Melanoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.337546,0.837901,0.045519,-1.222455,"MAPK","MAPK"
"GDSC2",343,16092861,"NCI-H1651","SIDM00744","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.780803,0.985722,0.02524,1.017251,"MAPK","MAPK"
"GDSC2",343,16093141,"RPMI-7951","SIDM01087","Melanoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.83747,0.946602,0.055926,-0.246812,"MAPK","MAPK"
"GDSC2",343,16093423,"SCC-4","SIDM01081","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.400733,0.900912,0.071633,-0.530893,NA,"Non-MAPK"
"GDSC2",343,16093706,"SNU-C1","SIDM01197","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.073748,0.790955,0.1115,-1.394045,"MAPK","MAPK"
"GDSC2",343,16093970,"ST486","SIDM01198","Burkitt's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.76215,0.957451,0.069768,-0.295805,NA,"Non-MAPK"
"GDSC2",343,16094135,"SW1990","SIDM01165","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.178245,0.979402,0.034228,1.275771,"MAPK","MAPK"
"GDSC2",343,16094296,"UACC-812","SIDM01187","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.579123,0.96676,0.083741,0.886066,NA,"Non-MAPK"
"GDSC2",343,16094576,"SCC-15","SIDM01083","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.102052,0.96185,0.027394,0.57575,NA,"Non-MAPK"
"GDSC2",343,16094844,"CAPAN-2","SIDM00943","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.067642,0.923818,0.036129,0.553367,"MAPK","MAPK"
"GDSC2",343,16095118,"CAL-27","SIDM00937","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.151927,0.938728,0.025479,-0.04227,"MAPK","MAPK"
"GDSC2",343,16095580,"BC-1","SIDM00896","B-Cell Non-Hodgkin's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.752416,0.769336,0.040188,-1.931433,NA,"Non-MAPK"
"GDSC2",343,16095860,"A704","SIDM00849","Kidney Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.117717,0.98293,0.041682,1.2364,"MAPK","MAPK"
"GDSC2",343,16096141,"A101D","SIDM00801","Melanoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.533089,0.902847,0.019486,-0.4448,"MAPK","MAPK"
"GDSC2",343,16096424,"769-P","SIDM00803","Kidney Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.108063,0.935278,0.035754,-0.070802,NA,"Non-MAPK"
"GDSC2",343,16096704,"23132-87","SIDM00980","Gastric Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.254175,0.951588,0.021671,0.024238,NA,"Non-MAPK"
"GDSC2",343,16097167,"BFTC-905","SIDM00989","Bladder Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.627083,0.876469,0.049696,-1.034122,NA,"Non-MAPK"
"GDSC2",343,16097450,"CAL-51","SIDM00933","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.309518,0.946523,0.037289,0.060237,"MAPK","MAPK"
"GDSC2",343,16097732,"SCC-3","SIDM00384","B-Cell Non-Hodgkin's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.968463,0.939134,0.162569,-0.812068,NA,"Non-MAPK"
"GDSC2",343,16098195,"GAK","SIDM00543","Melanoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.869769,0.887275,0.065416,-0.876265,NA,"Non-MAPK"
"GDSC2",343,16098475,"AM-38","SIDM00492","Glioblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.016128,0.887927,0.057058,-0.781064,"MAPK","MAPK"
"GDSC2",343,16098757,"A4-Fuk","SIDM00502","B-Lymphoblastic Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-1.005266,0.73022,0.07548,-2.095903,"MAPK","MAPK"
"GDSC2",343,16099035,"A3-KAW","SIDM00495","B-Cell Non-Hodgkin's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.221767,0.882854,0.070558,-1.297765,"MAPK","MAPK"
"GDSC2",343,16099316,"DOK","SIDM00540","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.419873,0.895841,0.056119,-0.518443,NA,"Non-MAPK"
"GDSC2",343,16099484,"COR-L279","SIDM00511","Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.701569,0.990902,0.023257,0.965712,"MAPK","MAPK"
"GDSC2",343,16099735,"CHP-134","SIDM00285","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.983584,0.981134,0.075461,0.498691,NA,"Non-MAPK"
"GDSC2",343,16100004,"NEC8","SIDM00243","Other Solid Cancers",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.672797,0.97417,0.064176,-0.353926,"MAPK","MAPK"
"GDSC2",343,16100285,"CAS-1","SIDM00212","Glioblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.870828,0.961376,0.043696,1.075808,NA,"Non-MAPK"
"GDSC2",343,16100565,"ALL-PO","SIDM00211","B-Lymphoblastic Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.770989,0.971405,0.08094,-0.290055,"MAPK","MAPK"
"GDSC2",343,16100846,"OCI-AML2","SIDM00446","Acute Myeloid Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.341001,0.82676,0.073885,-1.663824,NA,"Non-MAPK"
"GDSC2",343,16101130,"MFM-223","SIDM00332","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.623743,0.950626,0.066673,0.915089,NA,"Non-MAPK"
"GDSC2",343,16101414,"CML-T1","SIDM00958","Chronic Myelogenous Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.378912,0.816676,0.067836,-1.688483,"MAPK","MAPK"
"GDSC2",343,16101696,"CAL-54","SIDM00932","Kidney Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.346463,0.810328,0.054101,-1.216655,NA,"Non-MAPK"
"GDSC2",343,16101978,"EFO-21","SIDM01052","Ovarian Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.171253,0.805551,0.082372,-0.680161,NA,"Non-MAPK"
"GDSC2",343,16102261,"LS-1034","SIDM00681","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.267368,0.954179,0.022793,0.032819,"MAPK","MAPK"
"GDSC2",343,16102543,"22RV1","SIDM00499","Prostate Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.90916,0.937627,0.041047,0.450281,"MAPK","MAPK"
"GDSC2",343,16102823,"8505C","SIDM00996","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.906226,0.910397,0.028898,-0.202089,"MAPK","MAPK"
"GDSC2",343,16103103,"B-CPAP","SIDM00992","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.105529,0.929789,0.064475,-0.07245,"MAPK","MAPK"
"GDSC2",343,16103384,"BPH-1","SIDM00964","Non-Cancerous",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.379634,0.931736,0.048153,0.105845,NA,"Non-MAPK"
"GDSC2",343,16103557,"CAL-148","SIDM00938","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.704589,0.97111,0.064911,0.317215,NA,"Non-MAPK"
"GDSC2",343,16103840,"CAL-39","SIDM00935","Other Solid Cancers",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.095497,0.94428,0.024183,-0.078976,NA,"Non-MAPK"
"GDSC2",343,16104123,"CaR-1","SIDM00488","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.895343,0.9643,0.049789,0.441293,NA,"Non-MAPK"
"GDSC2",343,16104404,"HDLM-2","SIDM01064","Hodgkin's Lymphoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.768381,0.98731,0.029212,1.009171,NA,"Non-MAPK"
"GDSC2",343,16104685,"HO-1-N-1","SIDM00592","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.164688,0.958637,0.039012,-0.03397,"MAPK","MAPK"
"GDSC2",343,16104965,"HTC-C3","SIDM00496","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.116889,0.806327,0.052931,-1.365984,"MAPK","MAPK"
"GDSC2",343,16105136,"KGN","SIDM00302","Other Solid Cancers",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.395115,0.968951,0.017781,0.766376,"MAPK","MAPK"
"GDSC2",343,16105416,"KLE","SIDM00686","Endometrial Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.19911,0.952754,0.032999,1.289343,"MAPK","MAPK"
"GDSC2",343,16106057,"K5","SIDM00056","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.193973,0.890912,0.074463,-0.665382,"MAPK","MAPK"
"GDSC2",343,16106337,"L-363","SIDM00312","Plasma Cell Myeloma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.282316,0.832972,0.07631,-1.625652,NA,"Non-MAPK"
"GDSC2",343,16106619,"MDA-MB-415","SIDM00630","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.167124,0.983607,0.015636,0.618076,"MAPK","MAPK"
"GDSC2",343,16107155,"NCI-H1975","SIDM00759","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.505921,0.940651,0.068253,0.187989,NA,"Non-MAPK"
"GDSC2",343,16107992,"MDA-MB-157","SIDM00529","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.322736,0.783192,0.066682,-1.651943,"MAPK","MAPK"
"GDSC2",343,16108455,"MKN45","SIDM00247","Gastric Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.511093,0.886442,0.081215,-0.459108,NA,"Non-MAPK"
"GDSC2",343,16108736,"NCI-H810","SIDM01116","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.165481,0.982602,0.060968,1.267469,"MAPK","MAPK"
"GDSC2",343,16108906,"MFH-ino","SIDM00299","Other Sarcomas",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.672615,0.969146,0.04047,1.59734,"MAPK","MAPK"
"GDSC2",343,16109186,"NOS-1","SIDM00242","Osteosarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.068238,0.97954,0.035913,0.553755,NA,"Non-MAPK"
"GDSC2",343,16109358,"PANC-03-27","SIDM01138","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.379639,0.899549,0.056502,-0.544614,"MAPK","MAPK"
"GDSC2",343,16109638,"PANC-08-13","SIDM01136","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,5.055431,0.982311,0.031064,1.846347,"MAPK","MAPK"
"GDSC2",343,16109921,"PANC-10-05","SIDM01135","Pancreatic Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.538058,0.822715,0.136968,-0.441568,"MAPK","MAPK"
"GDSC2",343,16110200,"RL95-2","SIDM01088","Endometrial Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.690127,0.928661,0.038651,-0.342653,"MAPK","MAPK"
"GDSC2",343,16110483,"RO82-W-1","SIDM00218","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.797239,0.879653,0.139733,0.37748,NA,"Non-MAPK"
"GDSC2",343,16110763,"SiHa","SIDM01093","Cervical Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.695585,0.96111,0.091009,0.311359,"MAPK","MAPK"
"GDSC2",343,16111046,"SKG-IIIa","SIDM00381","Cervical Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.033357,0.940789,0.041335,0.531066,"MAPK","MAPK"
"GDSC2",343,16111215,"TT","SIDM00484","Thyroid Gland Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.294728,0.823824,0.120347,-0.599845,NA,"Non-MAPK"
"GDSC2",343,16111677,"TE-9","SIDM00325","Esophageal Squamous Cell Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.926896,0.987329,0.032854,1.112279,"MAPK","MAPK"
"GDSC2",343,16112137,"TE-6","SIDM00328","Esophageal Squamous Cell Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.798,0.969025,0.058681,1.028437,NA,"Non-MAPK"
"GDSC2",343,16112671,"TC-YIK","SIDM00234","Other Solid Cancers",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.071057,0.914431,0.074438,-0.745335,"MAPK","MAPK"
"GDSC2",343,16112832,"YT","SIDM00410","Other Blood Cancers",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.200532,0.939506,0.051272,-0.661116,NA,"Non-MAPK"
"GDSC2",343,16113115,"BT-474","SIDM00963","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.538456,0.974066,0.034519,1.510075,"MAPK","MAPK"
"GDSC2",343,16113397,"OAW-28","SIDM00481","Ovarian Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.552628,0.953633,0.019993,0.21837,NA,"Non-MAPK"
"GDSC2",343,16113678,"LCLC-97TM1","SIDM00344","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.787017,0.94087,0.013105,-0.27963,"MAPK","MAPK"
"GDSC2",343,16114500,"D-263MG","SIDM00732","Glioblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.2152,0.82225,0.08574,-1.302036,NA,"Non-MAPK"
"GDSC2",343,16114962,"D-392MG","SIDM00542","Glioblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.426147,0.961442,0.03782,0.786561,NA,"Non-MAPK"
"GDSC2",343,16115785,"CAMA-1","SIDM00920","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.173974,0.978895,0.070167,0.622532,NA,"Non-MAPK"
"GDSC2",343,16116139,"Caov-4","SIDM00918","Ovarian Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.544655,0.892449,0.066317,-0.437277,NA,"Non-MAPK"
"GDSC2",343,16116307,"BT-483","SIDM00892","Breast Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,5.010402,0.947203,0.038461,1.817057,NA,"Non-MAPK"
"GDSC2",343,16116581,"M059J","SIDM00659","Glioblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.295586,0.979216,0.029223,1.352098,"MAPK","MAPK"
"GDSC2",343,16116862,"HAL-01","SIDM00289","B-Lymphoblastic Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.024925,0.851221,0.042415,-1.425803,"MAPK","MAPK"
"GDSC2",343,16117323,"ES8","SIDM00261","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.126043,0.93432,0.054036,-0.709568,NA,"Non-MAPK"
"GDSC2",343,16117601,"ES4","SIDM00264","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.266425,0.982327,0.031454,1.333129,NA,"Non-MAPK"
"GDSC2",343,16117884,"ES6","SIDM00262","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.821437,0.978571,0.125148,1.694143,NA,"Non-MAPK"
"GDSC2",343,16118052,"ES1","SIDM00266","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.343911,0.967484,0.083172,0.082608,NA,"Non-MAPK"
"GDSC2",343,16118333,"EW-7","SIDM00201","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.630745,0.887801,0.040605,-1.03174,NA,"Non-MAPK"
"GDSC2",343,16118614,"EW-3","SIDM00202","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.854304,0.872286,0.03985,-0.886324,"MAPK","MAPK"
"GDSC2",343,16119073,"EW-1","SIDM00205","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.934529,0.957567,0.054539,-0.183679,NA,"Non-MAPK"
"GDSC2",343,16119354,"EW-18","SIDM00197","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.408157,0.977566,0.05114,0.774859,NA,"Non-MAPK"
"GDSC2",343,16119635,"EW-16","SIDM00198","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.789541,0.958524,0.046179,0.372473,NA,"Non-MAPK"
"GDSC2",343,16120176,"EW-22","SIDM00196","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.776589,0.984543,0.033697,1.01451,NA,"Non-MAPK"
"GDSC2",343,16120457,"EW-24","SIDM00195","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.641805,0.941034,0.018022,0.276376,NA,"Non-MAPK"
"GDSC2",343,16120919,"NB10","SIDM00259","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.162033,0.81129,0.05215,-1.547412,NA,"Non-MAPK"
"GDSC2",343,16121084,"NB12","SIDM00258","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.35835,0.971493,0.07754,0.742461,NA,"Non-MAPK"
"GDSC2",343,16121538,"NB7","SIDM00156","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.824504,0.872791,0.038838,-0.905708,"MAPK","MAPK"
"GDSC2",343,16122176,"NB13","SIDM00257","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.289704,0.803499,0.04957,-1.630457,"MAPK","MAPK"
"GDSC2",343,16122445,"NB14","SIDM00256","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.939781,0.966183,0.031558,-0.180263,NA,"Non-MAPK"
"GDSC2",343,16122606,"NB1","SIDM00578","Neuroblastoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.572721,0.946509,0.054388,0.23144,"MAPK","MAPK"
"GDSC2",343,16122879,"RH-1","SIDM00427","Ewing's Sarcoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.874904,0.975204,0.10588,-0.222463,NA,"Non-MAPK"
"GDSC2",343,16123350,"Jurkat","SIDM01016","T-Lymphoblastic Leukemia",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.99351,0.99133,0.047537,0.505147,"MAPK","MAPK"
"GDSC2",343,16123634,"LS-180","SIDM00680","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.619964,0.839327,0.12348,-1.038753,"MAPK","MAPK"
"GDSC2",343,16123916,"BICR22","SIDM00485","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.865549,0.974266,0.028499,0.421914,NA,"Non-MAPK"
"GDSC2",343,16124198,"BICR78","SIDM00501","Oral Cavity Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.768957,0.846022,0.044849,-0.941839,NA,"Non-MAPK"
"GDSC2",343,16124481,"CCK-81","SIDM00487","Colorectal Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,2.135056,0.95296,0.029945,-0.053244,"MAPK","MAPK"
"GDSC2",343,16124942,"EN","SIDM01045","Endometrial Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,-0.630226,0.733526,0.063409,-1.851953,"MAPK","MAPK"
"GDSC2",343,16125221,"ES-2","SIDM00861","Ovarian Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,0.979982,0.880009,0.065013,-0.804576,"MAPK","MAPK"
"GDSC2",343,16125387,"FU-OV-1","SIDM01040","Ovarian Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.838364,0.894216,0.052961,-0.246231,NA,"Non-MAPK"
"GDSC2",343,16125919,"NCI-H2591","SIDM00101","Mesothelioma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.778448,0.972272,0.019208,1.666181,NA,"Non-MAPK"
"GDSC2",343,16126202,"NCI-H2595","SIDM00100","Mesothelioma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,4.058076,0.980111,0.017483,1.197606,NA,"Non-MAPK"
"GDSC2",343,16126484,"NCI-H2731","SIDM00098","Mesothelioma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.490941,0.964745,0.020543,0.828707,NA,"Non-MAPK"
"GDSC2",343,16127972,"NCI-H3118","SIDM00517","Head and Neck Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,1.096806,0.878014,0.067006,-0.728586,"MAPK","MAPK"
"GDSC2",343,16128251,"NCI-H513","SIDM00114","Non-Small Cell Lung Carcinoma",2047,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.002001,2,3.777224,0.953001,0.028173,1.014923,"MAPK","MAPK"
