"DATASET","NLME_RESULT_ID","NLME_CURVE_ID","CELL_LINE_NAME","SANGER_MODEL_ID","CANCER_TYPE","DRUG_ID","DRUG_NAME","PUTATIVE_TARGET","PATHWAY_NAME","MIN_CONC","MAX_CONC","LN_IC50","AUC","RMSE","Z_SCORE","MAPK_flag","MAPK_status"
"GDSC2",343,15946491,"PFSK-1","SIDM01132","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.886493,0.91715,0.184427,0.059919,NA,"Non-MAPK"
"GDSC2",343,15946756,"A673","SIDM00848","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.997333,0.926971,0.080711,0.137857,"MAPK","MAPK"
"GDSC2",343,15947042,"ES5","SIDM00263","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.005787,0.965183,0.015117,0.846959,NA,"Non-MAPK"
"GDSC2",343,15947295,"ES7","SIDM00269","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.069521,0.931105,0.069255,0.188616,"MAPK","MAPK"
"GDSC2",343,15947577,"EW-11","SIDM00203","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.723562,0.967478,0.030108,1.35167,NA,"Non-MAPK"
"GDSC2",343,15947857,"SK-ES-1","SIDM01111","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.08155,0.879908,0.093245,-0.506084,"MAPK","MAPK"
"GDSC2",343,15948137,"COLO-829","SIDM00909","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.225481,0.798808,0.110386,-0.404878,"MAPK","MAPK"
"GDSC2",343,15948416,"5637","SIDM00807","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.429376,0.867767,0.068644,-0.261507,"MAPK","MAPK"
"GDSC2",343,15948697,"RT4","SIDM01085","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.470356,0.88663,0.055742,-0.232692,NA,"Non-MAPK"
"GDSC2",343,15948978,"SW780","SIDM01160","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.785441,0.884474,0.045886,-0.011137,NA,"Non-MAPK"
"GDSC2",343,15949259,"TCCSUP","SIDM01190","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.144621,0.940948,0.109548,0.944582,NA,"Non-MAPK"
"GDSC2",343,15949542,"C-33-A","SIDM00889","Cervical Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.061406,0.852327,0.082538,-0.520249,"MAPK","MAPK"
"GDSC2",343,15949821,"C-4-I","SIDM00905","Cervical Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.648426,0.910779,0.114652,-0.10748,"MAPK","MAPK"
"GDSC2",343,15950103,"ME-180","SIDM00627","Cervical Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.806926,0.942712,0.044992,0.707129,NA,"Non-MAPK"
"GDSC2",343,15950383,"42-MG-BA","SIDM00982","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.786374,0.903842,0.108627,-0.010481,NA,"Non-MAPK"
"GDSC2",343,15950663,"8-MG-BA","SIDM00998","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.37432,0.894843,0.100851,-0.30022,NA,"Non-MAPK"
"GDSC2",343,15950944,"A172","SIDM00799","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.902819,0.897335,0.150096,0.071398,NA,"Non-MAPK"
"GDSC2",343,15951225,"GB-1","SIDM00581","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.008271,0.921153,0.062481,0.848707,NA,"Non-MAPK"
"GDSC2",343,15951508,"T98G","SIDM01171","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.216421,0.96257,0.023876,0.995069,NA,"Non-MAPK"
"GDSC2",343,15951788,"U-118-MG","SIDM01193","Glioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.425115,0.898298,0.109237,0.438655,NA,"Non-MAPK"
"GDSC2",343,15952049,"U-87-MG","SIDM01189","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.619314,0.926264,0.097687,0.575208,"MAPK","MAPK"
"GDSC2",343,15952250,"YKG-1","SIDM00315","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.477436,0.92821,0.087376,0.475445,"MAPK","MAPK"
"GDSC2",343,15952430,"ChaGo-K-1","SIDM00924","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.447577,0.971996,0.013574,1.157608,"MAPK","MAPK"
"GDSC2",343,15952673,"NCI-H720","SIDM01120","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.408135,0.972766,0.074923,1.129874,NA,"Non-MAPK"
"GDSC2",343,15952952,"Calu-3","SIDM00922","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.380245,0.926788,0.064781,1.110263,NA,"Non-MAPK"
"GDSC2",343,15953232,"COR-L23","SIDM00512","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.77341,0.878197,0.140497,-0.019597,"MAPK","MAPK"
"GDSC2",343,15953514,"LK-2","SIDM00548","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.757651,0.935784,0.062131,0.672481,"MAPK","MAPK"
"GDSC2",343,15953723,"NCI-H1437","SIDM00734","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.168376,0.771771,0.081866,-1.14819,"MAPK","MAPK"
"GDSC2",343,15953974,"NCI-H1623","SIDM00747","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.590621,0.874124,0.081815,-0.148126,NA,"Non-MAPK"
"GDSC2",343,15954145,"NCI-H1648","SIDM00746","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.013916,0.745752,0.10281,-1.2568,NA,"Non-MAPK"
"GDSC2",343,15954424,"NCI-H1650","SIDM00745","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.27094,0.920609,0.089036,1.033404,NA,"Non-MAPK"
"GDSC2",343,15954705,"NCI-H1693","SIDM00742","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.68279,0.874147,0.062417,0.619842,NA,"Non-MAPK"
"GDSC2",343,15954915,"NCI-H1770","SIDM00737","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.515373,0.962666,0.126439,0.502121,NA,"Non-MAPK"
"GDSC2",343,15955054,"NCI-H1838","SIDM00769","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,7.004489,0.978531,0.042302,2.955523,NA,"Non-MAPK"
"GDSC2",343,15955337,"NCI-H2085","SIDM00709","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.917578,0.96277,0.049628,1.488093,NA,"Non-MAPK"
"GDSC2",343,15955615,"NCI-H2170","SIDM00716","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.771432,0.944943,0.087998,0.682171,NA,"Non-MAPK"
"GDSC2",343,15955895,"NCI-H2228","SIDM00729","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.929613,0.860304,0.059642,0.090239,NA,"Non-MAPK"
"GDSC2",343,15956065,"NCI-H2342","SIDM00727","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.784981,0.962998,0.079897,1.394857,"MAPK","MAPK"
"GDSC2",343,15956233,"NCI-H2347","SIDM00726","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.792224,0.878021,0.05017,0.696791,"MAPK","MAPK"
"GDSC2",343,15956514,"NCI-H2405","SIDM00724","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.404245,0.718236,0.12135,-0.982337,"MAPK","MAPK"
"GDSC2",343,15956795,"NCI-H661","SIDM01122","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.689609,0.93731,0.074147,0.624636,"MAPK","MAPK"
"GDSC2",343,15957076,"COR-L311","SIDM00509","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.576963,0.9586,0.056707,0.545428,"MAPK","MAPK"
"GDSC2",343,15957359,"DMS-114","SIDM00865","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.521943,0.934931,0.155809,0.506741,NA,"Non-MAPK"
"GDSC2",343,15957639,"DMS-273","SIDM00522","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.920864,0.91155,0.092342,0.084087,"MAPK","MAPK"
"GDSC2",343,15957920,"NCI-H1048","SIDM00654","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.913669,0.918769,0.156939,0.079027,"MAPK","MAPK"
"GDSC2",343,15958201,"NCI-H1092","SIDM00653","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.655796,0.930629,0.131467,0.60086,"MAPK","MAPK"
"GDSC2",343,15958479,"NCI-H1694","SIDM00741","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.818646,0.919608,0.151801,0.012211,NA,"Non-MAPK"
"GDSC2",343,15958736,"NCI-H1963","SIDM00760","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.044385,0.928869,0.104451,0.170942,NA,"Non-MAPK"
"GDSC2",343,15959003,"NCI-H2029","SIDM00735","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.71182,0.957997,0.099492,0.640254,NA,"Non-MAPK"
"GDSC2",343,15959256,"NCI-H209","SIDM00706","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.276313,0.946929,0.080801,0.334024,NA,"Non-MAPK"
"GDSC2",343,15959537,"NCI-H2141","SIDM00699","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.477301,0.957731,0.131464,1.178509,NA,"Non-MAPK"
"GDSC2",343,15959746,"NCI-H2171","SIDM00733","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.359738,0.929348,0.105409,-0.310474,"MAPK","MAPK"
"GDSC2",343,15960001,"NCI-H2227","SIDM00730","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.205896,0.891399,0.103577,0.28451,"MAPK","MAPK"
"GDSC2",343,15960258,"NCI-H345","SIDM00719","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.080371,0.956961,0.082109,1.602562,"MAPK","MAPK"
"GDSC2",343,15960511,"NCI-H446","SIDM00965","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.673944,0.904758,0.096055,-0.089537,NA,"Non-MAPK"
"GDSC2",343,15960790,"NCI-H526","SIDM01128","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.816317,0.989507,0.032476,1.416891,NA,"Non-MAPK"
"GDSC2",343,15960960,"NCI-H64","SIDM01126","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.679676,0.962331,0.085556,1.320811,"MAPK","MAPK"
"GDSC2",343,15961128,"NCI-H69","SIDM01121","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.317393,0.980797,0.048318,1.769227,NA,"Non-MAPK"
"GDSC2",343,15961410,"NCI-H82","SIDM01131","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.540061,0.961952,0.065838,0.51948,"MAPK","MAPK"
"GDSC2",343,15961690,"NCI-H2052","SIDM00713","Mesothelioma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.766185,0.925536,0.067775,0.678481,NA,"Non-MAPK"
"GDSC2",343,15961970,"SK-N-DZ","SIDM01100","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.488121,0.901147,0.16056,-0.2202,"MAPK","MAPK"
"GDSC2",343,15962141,"SK-N-FI","SIDM01099","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.938525,0.835677,0.088221,-0.606653,"MAPK","MAPK"
"GDSC2",343,15962421,"VA-ES-BJ","SIDM01179","Other Sarcomas",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.573276,0.947716,0.068833,1.245994,NA,"Non-MAPK"
"GDSC2",343,15962704,"VMRC-LCD","SIDM00320","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.233748,0.970718,0.018469,1.710411,"MAPK","MAPK"
"GDSC2",343,15963215,"SBC-5","SIDM00368","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.223562,0.888278,0.148851,-0.406227,"MAPK","MAPK"
"GDSC2",343,15963424,"SBC-1","SIDM00365","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.314998,0.866702,0.164682,-0.341933,NA,"Non-MAPK"
"GDSC2",343,15963674,"LU-135","SIDM00294","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.705707,0.954383,0.027954,0.635956,"MAPK","MAPK"
"GDSC2",343,15963844,"SK-N-SH","SIDM01098","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.15069,0.909443,0.134357,0.245691,NA,"Non-MAPK"
"GDSC2",343,15964053,"NCI-H2030","SIDM00715","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.78422,0.870434,0.076582,-0.011996,"MAPK","MAPK"
"GDSC2",343,15964304,"NCI-H2122","SIDM00702","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.716219,0.73795,0.090284,-1.466129,"MAPK","MAPK"
"GDSC2",343,15964513,"NCI-H1734","SIDM00739","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.866009,0.86607,0.024092,-0.657644,"MAPK","MAPK"
"GDSC2",343,15964764,"NCI-H650","SIDM01124","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.996963,0.924769,0.137854,0.137597,"MAPK","MAPK"
"GDSC2",343,15964974,"T24","SIDM01184","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.214781,0.954855,0.013191,0.993915,NA,"Non-MAPK"
"GDSC2",343,15965224,"NCI-H929","SIDM01148","Plasma Cell Myeloma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.993826,0.875006,0.105488,-0.567768,"MAPK","MAPK"
"GDSC2",343,15965506,"SK-N-AS","SIDM01101","Neuroblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.156686,0.752036,0.086281,-1.15641,NA,"Non-MAPK"
"GDSC2",343,15965788,"NCI-H1299","SIDM00649","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.423572,0.856939,0.055133,-0.265589,NA,"Non-MAPK"
"GDSC2",343,15966070,"NCI-H2087","SIDM00708","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.274116,0.834112,0.076467,-0.37068,"MAPK","MAPK"
"GDSC2",343,15966240,"UM-UC-3","SIDM01182","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.961622,0.975997,0.051178,1.519064,"MAPK","MAPK"
"GDSC2",343,15966520,"SW756","SIDM01174","Cervical Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.980768,0.871915,0.066828,0.126209,"MAPK","MAPK"
"GDSC2",343,15966803,"NCI-H727","SIDM01119","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.926654,0.714331,0.045407,-1.318159,"MAPK","MAPK"
"GDSC2",343,15967083,"Calu-6","SIDM00921","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.128074,0.734986,0.104807,-1.176529,"MAPK","MAPK"
"GDSC2",343,15967365,"LU-65","SIDM00547","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.691082,0.69561,0.070529,-1.483804,"MAPK","MAPK"
"GDSC2",343,15967647,"NCI-H1355","SIDM00645","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.022914,0.863954,0.03858,0.155844,"MAPK","MAPK"
"GDSC2",343,15967929,"NCI-H1792","SIDM00771","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.981772,0.765697,0.048241,-1.279402,"MAPK","MAPK"
"GDSC2",343,15968189,"HPAF-II","SIDM00669","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.387847,0.762617,0.120316,-0.993868,"MAPK","MAPK"
"GDSC2",343,15968458,"MIA-PaCa-2","SIDM00505","Pancreatic Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.62704,0.891812,0.107091,-0.122518,"MAPK","MAPK"
"GDSC2",343,15968739,"SHP-77","SIDM01078","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.392971,0.899708,0.069811,-0.287105,"MAPK","MAPK"
"GDSC2",343,15968909,"NCI-H2009","SIDM00756","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.379144,0.917172,0.027116,0.40633,"MAPK","MAPK"
"GDSC2",343,15969117,"NCI-H2291","SIDM00728","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.423248,0.650609,0.103131,-1.672134,"MAPK","MAPK"
"GDSC2",343,15969368,"SW1573","SIDM01163","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.852999,0.903628,0.061035,0.739526,"MAPK","MAPK"
"GDSC2",343,15969650,"TE-5","SIDM00347","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.394558,0.953439,0.057927,1.120327,"MAPK","MAPK"
"GDSC2",343,15969933,"HCC1954","SIDM00872","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.315162,0.941265,0.084385,0.361341,NA,"Non-MAPK"
"GDSC2",343,15970218,"HCC1143","SIDM00866","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.498065,0.783008,0.12517,-0.916367,NA,"Non-MAPK"
"GDSC2",343,15970501,"HCC1187","SIDM00885","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.483713,0.948517,0.099963,0.479859,"MAPK","MAPK"
"GDSC2",343,15970678,"HCC1395","SIDM00884","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.390947,0.863647,0.077175,-0.288529,"MAPK","MAPK"
"GDSC2",343,15970890,"HCC1599","SIDM00877","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.915234,0.930101,0.049202,0.783286,"MAPK","MAPK"
"GDSC2",343,15971148,"HCC1937","SIDM00874","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.019349,0.933171,0.095951,0.856496,NA,"Non-MAPK"
"GDSC2",343,15971427,"HCC2157","SIDM00774","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.339012,0.903002,0.106589,-0.325047,"MAPK","MAPK"
"GDSC2",343,15971627,"HCC2218","SIDM00772","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.214628,0.945181,0.201566,0.29065,"MAPK","MAPK"
"GDSC2",343,15971881,"HCC38","SIDM00675","Breast Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.537368,0.974598,0.064459,1.923904,NA,"Non-MAPK"
"GDSC2",343,15972091,"BB30-HNC","SIDM00172","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.607062,0.842033,0.051621,-0.839724,NA,"Non-MAPK"
"GDSC2",343,15972311,"BB49-HNC","SIDM00174","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.726325,0.804516,0.154655,-0.755864,"MAPK","MAPK"
"GDSC2",343,15972499,"BB65-RCC","SIDM00191","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.256894,0.931765,0.039227,0.320369,NA,"Non-MAPK"
"GDSC2",343,15972678,"BEN","SIDM00990","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,3.853666,0.917697,0.068199,0.739994,"MAPK","MAPK"
"GDSC2",343,15972858,"BHY","SIDM00986","Head and Neck Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,6.017666,0.98483,0.030189,2.26163,NA,"Non-MAPK"
"GDSC2",343,15973111,"Ca9-22","SIDM00489","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.175864,0.862347,0.060927,-0.439767,"MAPK","MAPK"
"GDSC2",343,15973391,"CADO-ES1","SIDM00961","Ewing's Sarcoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.679354,0.918995,0.136226,-0.085733,NA,"Non-MAPK"
"GDSC2",343,15973601,"CAL-12T","SIDM00939","Non-Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,1.645326,0.813774,0.110298,-0.812819,"MAPK","MAPK"
"GDSC2",343,15973852,"CAL-33","SIDM00942","Oral Cavity Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.918979,0.91285,0.10997,0.082761,NA,"Non-MAPK"
"GDSC2",343,15974062,"CP50-MEL-B","SIDM00175","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,-0.89489,0.533062,0.09459,-2.598993,"MAPK","MAPK"
"GDSC2",343,15974319,"CP66-MEL","SIDM00190","Melanoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.837121,0.717597,0.114215,-1.381115,NA,"Non-MAPK"
"GDSC2",343,15974571,"CPC-N","SIDM00953","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.26428,0.973751,0.017349,1.028722,NA,"Non-MAPK"
"GDSC2",343,15974850,"CTV-1","SIDM00951","T-Lymphoblastic Leukemia",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.402156,0.933863,0.04761,-0.280647,NA,"Non-MAPK"
"GDSC2",343,15975060,"D-542MG","SIDM00207","Glioblastoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.930339,0.974676,0.063536,2.200225,"MAPK","MAPK"
"GDSC2",343,15975317,"DMS-79","SIDM00524","Small Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,5.236944,0.988932,0.050583,1.712658,NA,"Non-MAPK"
"GDSC2",343,15975570,"DSH1","SIDM00970","Bladder Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.320609,0.855636,0.053195,-0.337988,NA,"Non-MAPK"
"GDSC2",343,15975850,"EBC-1","SIDM00486","Squamous Cell Lung Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,0.518782,0.690246,0.092926,-1.604958,NA,"Non-MAPK"
"GDSC2",343,15976131,"EC-GI-10","SIDM00278","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.137875,0.861204,0.080919,-0.466479,"MAPK","MAPK"
"GDSC2",343,15976412,"EPLC-272H","SIDM01044","Other Solid Cancers",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,2.587768,0.874387,0.078825,-0.150133,NA,"Non-MAPK"
"GDSC2",343,15976699,"HA7-RCC","SIDM00188","Kidney Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.935123,0.968441,0.034969,1.50043,NA,"Non-MAPK"
"GDSC2",343,15976879,"HCE-4","SIDM00052","Esophageal Squamous Cell Carcinoma",1908,"Ulixertinib","ERK1, ERK2","ERK MAPK signaling",0.010005,10,4.266178,0.97643,0.012905,1.030056,"MAPK","MAPK"
